City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
273,Marawi,PH,63.64,overcast clouds,7.9986,124.2928,Derogongan Residence
276,Asfi,MA,59.14,clear sky,32.2994,-9.2372,Hôtel Abda
277,Guerrero Negro,MX,80.01,few clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
278,Nova Olimpia,BR,75.9,light rain,-14.7972,-57.2881,Motel glamour
279,Oxford,GB,50.76,overcast clouds,51.7522,-1.256,Malmaison Oxford
280,Kaoma,ZM,65.14,few clouds,-14.7833,24.8,KAOMA AIRPORT
281,Daru,PG,78.89,broken clouds,-9.0763,143.2092,Daru Lodge
282,Faya,SA,55.92,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
283,Maues,BR,81.01,broken clouds,-3.3836,-57.7186,Hotel Miramar
284,Nizwa,OM,64.13,clear sky,22.9333,57.5333,Orient Apartments
285,Rio Gallegos,AR,59.05,few clouds,-51.6226,-69.2181,Hotel Santa Cruz
288,Lamu,KE,79.02,broken clouds,-2.2717,40.902,Lamu House
290,Phalaborwa,ZA,76.28,clear sky,-23.943,31.1411,Bothabelo Bed and Breakfast
291,Dingle,PH,74.28,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
293,Los Llanos De Aridane,ES,61.12,few clouds,28.6585,-17.9182,Valle Aridane
295,Uvira,CD,73.74,overcast clouds,-3.4067,29.1458,Hotel Suzana
298,Patti,IN,55.35,broken clouds,31.2808,74.8572,harike air travel
299,Awbari,LY,56.43,clear sky,26.5921,12.7805,فندق أوباري
300,Doctor Arroyo,MX,54.37,overcast clouds,23.6667,-100.1833,Hotel Plaza
301,Bubaque,GW,78.37,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
303,Parauna,BR,77.43,broken clouds,-16.9478,-50.4486,Hotel Serras de Paraúna
304,General Bravo,MX,59.36,broken clouds,25.8,-99.1667,Hotel Don Joaquin
309,Muisne,EC,82.51,light rain,0.6,-80.0333,Quinta Samay
310,Bushenyi,UG,67.23,overcast clouds,-0.5853,30.2114,College View Guest House
312,Quelimane,MZ,76.95,broken clouds,-17.8786,36.8883,Hotel Flamingo
315,Finschhafen,PG,78.57,overcast clouds,-6.6024,147.8681,Cossam Guest House
316,Chuy,UY,72.5,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
317,Saint-Georges,GD,79.54,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
319,San Policarpo,PH,78.64,overcast clouds,12.1791,125.5072,Agapita M. Nicart
320,Sao Luiz Gonzaga,BR,90.27,clear sky,-28.4083,-54.9608,"Hotel Ipê ""Sob nova Direção"""
321,North Myrtle Beach,US,58.01,few clouds,33.816,-78.68,Avista Resort
324,Ballina,AU,64.78,broken clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
325,Port Lincoln,AU,65.95,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
326,Otane,NZ,58.01,overcast clouds,-39.8833,176.6333,Ludlow Farmstay
329,Barcelos,PT,50.92,light rain,41.5388,-8.6151,Hotel Restaurante Bagoeira
330,Souillac,MU,81.36,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
331,Pasni,PK,70.75,broken clouds,25.2631,63.471,Kashmiri Hotal
332,Itoman,JP,64.42,light rain,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
333,Paka,MY,76.93,scattered clouds,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
334,Sulangan,PH,79.11,overcast clouds,11.1373,123.7228,Maia's Beach Resort
337,Vilhena,BR,73.62,moderate rain,-12.7406,-60.1458,Hotel Mirage
338,Mount Isa,AU,73.17,scattered clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
340,Dieppe,FR,52.32,overcast clouds,49.75,1.1667,LA LONGERE DES NUITS DE VARENNE
342,Baculin,PH,76.01,overcast clouds,7.4525,126.5842,Baculin Cove Beach Resort
343,Kieta,PG,78.82,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
344,Schroeder,BR,89.92,few clouds,-26.4125,-49.0731,Schroeder Imóveis e Waldenir Hang Corretor de Imóveis
345,Comodoro Rivadavia,AR,78.66,scattered clouds,-45.8667,-67.5,Austral Hotel
346,Noumea,NC,80.58,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
347,Ugep,NG,84.11,few clouds,5.8086,8.0812,Classic Bar
348,Bambous Virieux,MU,81.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
350,Modasa,IN,65.19,clear sky,23.4667,73.3,HOTEL SUN SHINE
351,Moussoro,TD,77.14,clear sky,13.6408,16.4901,Hôtel Salama
354,Buala,SB,79.0,light rain,-8.145,159.5921,Maringe Lagoon Lodge
355,Abnub,EG,59.22,clear sky,27.2696,31.1511,مضيفت اولاد احمد ابو حسين
357,Bermejo,AR,85.91,few clouds,-32.8833,-68.8,Muras Apart Hotel
359,Salinas,US,81.19,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
360,Wamba,NG,79.74,clear sky,8.9333,8.6,Roma Zee Guest House Annex
361,Sasvad,IN,66.42,clear sky,18.3333,74.0333,Adsul Farm
362,Hokitika,NZ,55.36,few clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
363,Tura,IN,54.39,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
366,Mount Gambier,AU,60.71,overcast clouds,-37.8333,140.7667,The Commodore
370,Axim,GH,79.39,clear sky,4.8699,-2.2405,Axim Beach Resort And Spa
371,Jalu,LY,56.95,broken clouds,29.0331,21.5482,صاحبة الفخامة
372,Necochea,AR,69.94,clear sky,-38.5473,-58.7368,dyd -mar Hotel
373,Caravelas,BR,79.74,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
374,Hualmay,PE,76.51,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
375,Pipar,IN,62.08,clear sky,26.3856,73.5378,Aadam Mansion
376,Atar,MR,71.78,overcast clouds,20.5169,-13.0499,Oumou Elghoura
379,Pisco,PE,78.85,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
380,Ramnagar,IN,52.45,clear sky,29.4,79.1167,Leisure Vacation Myrica Hotel
383,Dubbo,AU,60.93,overcast clouds,-32.25,148.6167,Quality Inn Dubbo International
386,Kahului,US,77.97,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
388,Barberton,ZA,64.94,clear sky,-25.7884,31.0532,Barberton B&B
391,Ponta Do Sol,PT,63.72,overcast clouds,32.6667,-17.1,Hotel do Campo
392,Nicoya,CR,85.55,few clouds,10.1483,-85.452,Las Cabinas Del Sueño
393,Ahipara,NZ,64.69,broken clouds,-35.1667,173.1667,Ahipara Holiday Park
394,Flinders,AU,63.05,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
396,Pailon,BO,86.9,broken clouds,-17.65,-62.75,Alojamiento pailon
399,Canatlan,MX,59.65,overcast clouds,24.5167,-104.7833,AUTOLAVADO El Negro
400,Vallenar,CL,84.87,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
401,Bougouni,ML,79.83,clear sky,11.417,-7.479,Non Stop
402,Lorengau,PG,80.33,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
403,Leeton,AU,69.71,broken clouds,-34.5667,146.4,Historic Hydro Motor Inn
404,Eyl,SO,75.07,overcast clouds,7.9803,49.8164,Amiin Hotel
405,Salalah,OM,77.09,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
406,Kindu,CD,70.63,overcast clouds,-2.95,25.95,Résidence Okanda
407,Fort Myers Beach,US,76.05,clear sky,26.452,-81.9481,Lani Kai Island Resort
409,Mahenge,TZ,64.62,moderate rain,-8.6833,36.7167,Mkondosii Guest House
410,Fomboni,KM,82.06,clear sky,-12.28,43.7425,Auberge les abou
411,Bathsheba,BB,84.81,broken clouds,13.2167,-59.5167,Atlantis Hotel
414,Turayf,SA,50.25,clear sky,31.6725,38.6637,Turaif
416,Santa Catalina,PH,76.62,overcast clouds,9.3337,122.8637,BreakWater Beach Sta Catalina Negros Oriental
417,Aloleng,PH,77.72,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
418,Padang,ID,76.5,overcast clouds,-0.9492,100.3543,Mercure Padang
419,Bajil,YE,76.5,scattered clouds,15.0584,43.2851,فندق حضرموت
420,Prattville,US,51.31,clear sky,32.464,-86.4597,InTown Suites Extended Stay Prattville AL
422,La Romana,DO,86.36,few clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
423,San Quintin,MX,76.03,clear sky,30.4833,-115.95,Don Eddie's Landing
424,San Jeronimo,PE,55.96,overcast clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
425,Makurdi,NG,86.31,overcast clouds,7.7411,8.5121,Doo Palace Hotel
426,Batticaloa,LK,77.49,overcast clouds,7.7102,81.6924,Grand Star Guest House
427,Tumut,AU,63.59,broken clouds,-35.3,148.2167,Amaroo Motel
430,Hobyo,SO,77.16,broken clouds,5.3505,48.5268,Halane Hotel and Restaurent
431,Hermosillo,MX,89.69,few clouds,29.0667,-110.9667,ibis Hermosillo
432,Frontera,MX,62.33,overcast clouds,26.9333,-101.45,Casagrande Hotel
434,Gallup,US,57.96,clear sky,35.5281,-108.7426,El Capitan Motel
437,Vila Velha,BR,82.35,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
439,Mansa,IN,51.17,clear sky,29.9833,75.3833,STARiHOTEL Mansa
440,Murupara,NZ,61.56,clear sky,-38.4667,176.7,Murupara Motor Camp
441,Japura,ID,73.38,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
442,Manono,CD,69.71,overcast clouds,-7.3,27.4167,Hotel hewa bora
443,Natal,BR,84.85,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
444,Tela,HN,84.34,broken clouds,15.7833,-87.45,Hotel & Restaurante Cesar Mariscos
446,Porto Nacional,BR,86.0,scattered clouds,-10.7081,-48.4172,Vila Real Hotel
447,Tautira,PF,86.02,light rain,-17.7333,-149.15,Pension Oaoa
448,Mbandaka,CD,73.35,overcast clouds,0.0487,18.2603,Guest House Epervier
450,Metro,ID,75.16,overcast clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
451,Champerico,GT,95.54,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
453,Wanning,CN,69.31,overcast clouds,18.8003,110.3967,Paradise Hotel
457,Rocha,UY,68.22,clear sky,-34.4833,-54.3333,Hotel Arrarte
460,Luwuk,ID,76.62,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
464,Florida,US,73.08,clear sky,28.7505,-82.5001,Sportsmens Cove
467,Amuntai,ID,73.45,overcast clouds,-2.4177,115.2494,Hotel Balqis
469,Golden,US,55.78,few clouds,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
475,Hindaun,IN,57.83,clear sky,26.7167,77.0167,Shri Ganesham Resort and Water Park
476,Tual,ID,80.96,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
477,Sahuaripa,MX,79.16,scattered clouds,29.05,-109.2333,Estatua de Sahuaripa
479,Aracati,BR,83.41,broken clouds,-4.5617,-37.7697,Motel Pousada Milleniun - Aracati-CE
480,Karratha,AU,84.02,broken clouds,-20.7377,116.8463,ibis Styles Karratha
481,Topolobampo,MX,84.11,broken clouds,25.6,-109.05,Hotel Marina Topolobampo
482,Naldurg,IN,72.28,clear sky,17.8167,76.3,रामदेव होटल
483,Kulhudhuffushi,MV,79.81,overcast clouds,6.6221,73.07,Haajy Guest House 1
485,Tukrah,LY,53.91,clear sky,32.5341,20.5791,Lagrota restaurant
486,Ridgecrest,US,72.39,clear sky,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
487,Meulaboh,ID,76.33,overcast clouds,4.1363,96.1285,Kost Pria
488,Menongue,AO,63.99,light rain,-14.6585,17.691,Ritz Lauca
490,San Francisco,US,76.53,clear sky,37.7749,-122.4194,The Clift Royal Sonesta Hotel
491,Vao,NC,79.57,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
497,Cangucu,BR,76.21,clear sky,-31.395,-52.6756,Compacto 2D Centro Canela
502,Nanyuki,KE,57.42,overcast clouds,0.0167,37.0728,Lions Court Lodge
503,Benguela,AO,77.04,broken clouds,-12.5763,13.4055,Hotel Praia Morena
504,Vanimo,PG,77.4,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
508,Sabha,LY,57.06,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
510,Fort Collins,US,56.62,clear sky,40.5853,-105.0844,Best Western University Inn
512,Sur,OM,71.98,clear sky,22.5667,59.5289,Sur Plaza Hotel
513,Garissa,KE,84.81,scattered clouds,-0.4536,39.6401,Sharif Plaza Hotel
515,Canico,PT,63.72,scattered clouds,32.6333,-16.85,Quinta Splendida Wellness & Botanical Garden
517,Tomatlan,MX,94.39,overcast clouds,19.9333,-105.25,El Salvial
518,Corrales,US,59.54,clear sky,35.2378,-106.6067,Quality Inn
519,Brownsville,US,62.89,clear sky,25.9018,-97.4975,University Inn & Suites
520,Ocala,US,73.02,few clouds,29.1872,-82.1401,Golden Palms Inn & Suites
521,Peniche,PT,56.68,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
522,Grand Gaube,MU,81.37,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
525,Pochutla,MX,91.22,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
